# TIMESTAMP, CAN_ID, DATA_BYTES
  0.2906, 217, 00 00 00 00 00 00 00 00
  0.2906, 230, 00 00 00 00 8B 00 00 00
  0.2906, 415, 00 00 F0 F0 8F FE 0F FE
  0.2907, 041, 00 00 00 00 00 00 00 00
  0.2907, 186, 14 04 02 26 81 F7 00 00
  0.2907, 242, 02 77 1F 6A C3 00 00 01
  0.2907, 3A3, 80 00 00 00 00 00 00 00
  0.2907, 41D, 00 00 E0 00 00 00 00 00
  0.2907, 421, 04 00 14 00 00 00 60 00
  0.2907, 424, 00 00 00 01 00 00 00 00
  0.2907, 42D, 00 02 EB 00 00 00 20 00
  0.2908, 43D, 10 00 00 00 00 00 00 00
  0.2908, 43E, 00 37 10 8C 91 40 48 00
  0.2908, 204, C0 00 7D 00 00 00 00 00
  0.2908, 167, 00 80 00 00 00 1A 7F 00
  0.2908, 171, A5 00 A0 00 00 00 00 00
  0.2909, 42F, 00 00 00 00 00 00 00 00
  0.2941, 077, 00 00 08 02 00 07 E9 F9
  0.2941, 07D, 00 00 F3 C0 00 1F E8 01
  0.2941, 213, FF FF 00 0C 01 11 FF 41
  0.2941, 214, 6F 66 00 00 00 00 1E C0
  0.2942, 082, 8D 00 14 40 7C 00 60 FF
  0.2942, 085, 7E B9 00 00 F9 90 7E 48
  0.2942, 216, 96 E0 55 E5 AA 00 00 00
  0.2942, 217, 00 00 00 00 00 00 00 00
  0.2942, 4B0, C9 00 00 00 C0 00 00 F3
  0.2962, 165, 10 C0 00 00 00 00 00 00
  0.2963, 047, 04 F0 ED F5 64 AF 00 00
  0.2987, 167, 00 80 00 00 00 1A 7F 00
  0.3076, 200, 00 00 80 1A 80 1A 00 00
  0.3077, 202, 04 F1 58 00 60 00 00 00
  0.3077, 204, C0 00 7D 00 00 00 00 00
  0.3077, 230, 00 00 00 00 8B 00 00 00
  0.3078, 085, 7E B8 00 00 F9 A0 7E 48
  0.3078, 415, 00 00 F4 EF 8F FE 0F FE
  0.3078, 217, 00 00 00 00 00 00 00 00
  0.3078, 41D, 00 00 E0 00 00 00 00 00
  0.3078, 041, 00 00 00 00 00 00 00 00
  0.3078, 186, 14 04 02 26 81 F7 00 00
  0.3078, 331, C0 00 71 25 02 1F 08 00
  0.3078, 091, 7F 05 7F 47 42 6D F0 00
  0.3078, 3D4, FF C1 FE FF DF E0 00 00
  0.3089, 083, 00 E0 80 00 00 02 00 00
  0.3112, 263, D0 00 FF FD 01 E8 00 00
  0.3113, 37B, 00 10 00 00 00 00 00 00
  0.3113, 167, 00 80 00 00 00 1A 7F 00
  0.3154, 204, C0 00 7D 00 00 00 00 00
  0.3158, 430, 03 02 F3 09 8C 01 33 91
  0.3158, 077, 00 00 07 FD 00 07 E9 F9
  0.3158, 07D, 00 00 F2 D0 00 1F F8 01
  0.3158, 213, FF FF 00 0C 01 11 FF 41
  0.3158, 082, 8E 00 14 40 7B 00 60 FF
  0.3159, 085, 7E B8 00 00 F8 B0 7E 48
  0.3159, 214, 6F 66 00 00 00 00 1D D0
  0.3159, 216, 96 E0 55 E5 AA 00 00 00
  0.3159, 217, 00 00 00 00 00 00 00 00
  0.3159, 4B0, C9 00 00 00 D0 00 00 F2
  0.3159, 04A, 02 00 00 00 00 00 00 C0
  0.3159, 04B, 00 C0 D8 D8 D8 D8 D8 00
  0.3233, 165, 10 C0 00 00 00 00 00 00
  0.3234, 047, 04 F0 ED F5 64 AF 00 00
  0.3235, 167, 00 80 00 00 00 1A 7F 00
  0.3235, 171, A5 00 A0 00 00 00 00 00
  0.3235, 200, 00 00 80 1A 80 1A 00 00
  0.3235, 202, 04 EF 68 00 60 00 00 00
  0.3251, 204, C0 00 7D 00 00 00 00 00
  0.3251, 217, 00 00 00 00 00 00 00 00
  0.3251, 230, 00 00 00 00 8B 00 00 00
  0.3251, 085, 7E B9 00 00 F6 C0 7E 48
  0.3251, 326, 01 A0 02 76 81 D0 00 00
  0.3251, 415, 00 00 F8 EE 8F FE 0F FE
  0.3251, 42F, 00 00 00 00 00 00 00 00
  0.3252, 041, 00 00 00 00 00 00 00 00
  0.3252, 186, 14 04 02 26 81 F7 00 00
  0.3252, 242, 02 77 1F 6A C3 00 00 01
  0.3252, 40A, C1 10 40 88 60 45 00 00
  0.3252, 41D, 00 00 E0 00 00 00 00 00
  0.3252, 42B, CB BE 80 00 00 00 00 00
  0.3386, 42C, 80 02 00 00 90 20 00 00
  0.3386, 468, 00 00 00 00 00 00 00 00
  0.3388, 469, 00 00 00 00 00 00 00 00
  0.3389, 091, 7E F4 7F 4B 41 7C F0 00
  0.3389, 204, C0 00 7D 00 00 00 00 00
  0.3389, 167, 00 80 00 00 00 1A 7F 00
  0.3425, 332, 00 A4 71 25 7A 00 00 00
  0.3425, 43D, 10 00 00 00 00 00 00 00
  0.3425, 43E, 00 37 10 8C 91 40 48 00
  0.3426, 077, 00 00 08 01 00 07 E9 FA
  0.3426, 07D, 00 00 F1 E0 00 1F F7 FE
  0.3426, 213, FF FF 00 0C 01 11 FF 41
  0.3427, 214, 6F 66 00 00 00 00 1C E0
  0.3427, 082, 8E 00 14 40 7B 00 60 FF
  0.3427, 085, 7E B9 00 00 F5 D0 7E 48
  0.3427, 216, 96 E0 55 E5 AA 00 00 00
  0.3427, 217, 00 00 00 00 00 00 00 00
  0.3427, 3D4, FF C1 FE FF DF E0 00 00
  0.3427, 416, 56 00 F8 04 00 00 0F FF
  0.3442, 4B0, C9 00 00 00 E0 00 00 F1
  0.3490, 165, 10 C0 00 00 00 00 00 00
  0.3490, 047, 04 F0 ED F5 64 AF 00 00
  0.3491, 167, 00 80 00 00 00 1A 7F 00
  0.3554, 200, 00 00 80 1A 80 1A 00 00
  0.3554, 202, 04 ED 78 00 60 00 00 00
  0.3555, 204, C0 00 7D 00 00 00 00 00
  0.3555, 230, 00 00 00 00 8B 00 00 00
  0.3555, 415, 00 00 FC ED 8F FE 0F FE
  0.3555, 085, 7E B8 00 00 F5 E0 7E 48
  0.3555, 217, 00 00 00 00 00 00 00 00
  0.3555, 41D, 00 00 E0 00 00 00 00 00
  0.3556, 041, 00 00 00 00 00 00 00 00
  0.3556, 186, 14 04 02 26 81 F7 00 00
  0.3556, 3A3, 80 00 00 00 00 00 00 00
  0.3559, 204, C0 00 7D 00 00 00 00 00
  0.3578, 167, 00 80 00 00 00 1A 7F 00
  0.3578, 171, A5 00 A0 00 00 00 00 00
  0.3578, 42F, 00 00 00 00 00 00 00 00
  0.3621, 077, 00 00 07 FF 00 07 E9 FA
  0.3621, 07D, 00 00 F0 F0 00 1F F7 FE
  0.3621, 213, FF FF 00 0C 01 11 FF 41
  0.3621, 214, 6F 66 00 00 00 00 1B F0
  0.3621, 082, 8E 00 14 40 7C 00 60 FF
  0.3621, 085, 7E B8 00 00 F4 F0 7E 48
  0.3622, 216, 96 E0 55 E5 AA 00 00 00
  0.3622, 217, 00 00 00 00 00 00 00 00
  0.3622, 4B0, C9 00 00 00 F0 00 00 F0
  0.3622, 091, 7E F4 7F 43 3F 86 F0 00
  0.3622, 092, 6F 90 6F 83 73 58 D4 86
  0.3722, 333, 00 1C 00 00 00 00 00 00
  0.3723, 165, 10 C0 00 00 00 00 00 00
  0.3723, 047, 04 F0 ED F5 64 AF 00 00
  0.3723, 167, 00 80 00 00 00 1A 7F 00
  0.3723, 200, 00 00 80 1A 80 1A 00 00
  0.3723, 202, 04 FB 08 00 60 00 00 00
  0.3724, 204, C0 00 7D 00 00 00 00 00
  0.3724, 230, 00 00 00 00 8B 00 00 00
  0.3724, 085, 7E B8 00 00 03 00 7E 48
  0.3726, 415, 00 00 C0 FC 8F FE 0F FE
  0.3727, 217, 00 00 00 00 00 00 00 00
  0.3727, 581, 81 00 FF FF FF FF FF FF
  0.3727, 41D, 00 00 E0 00 00 00 00 00
  0.3728, 041, 00 00 00 00 00 00 00 00
  0.3728, 186, 14 04 02 26 81 F7 00 00
  0.3728, 242, 02 77 1F 68 C3 00 00 01
  0.3728, 3D4, FF C1 FE FF DF E0 00 00
  0.3730, 204, C0 00 7D 00 00 00 00 00
  0.3730, 167, 00 80 00 00 00 1A 7F 00
  0.3731, 077, 00 00 08 01 00 07 E9 F9
  0.3766, 07D, 00 00 FF 00 00 1F D8 00
  0.3771, 213, FF FF 00 0C 01 11 FF 41
